P11005	Q8GIS4	0.803
P11005	Q8GIT3	0.593
P11005	Q8GIT7	0.708
P11005	Q8KPT7	0.72
P11005	Q935X4	0.678
P11472	P12243	0.727
P11472	P31094	0.938
P11472	P42079	0.648
P11472	Q31KM1	0.643
P11472	Q31L08	0.65
P11472	Q31L10	0.62
P11472	Q31L59	0.7
P11472	Q31L83	0.67
P11472	Q31LJ0	0.734
P11472	Q31LJ5	0.786
P11472	Q31LM4	0.71
P11472	Q31LM9	0.88
P11472	Q31ML0	0.82
P11472	Q31N15	0.69
P11472	Q31N17	0.696
P11472	Q31N38	0.785
P11472	Q31P52	0.676
P11472	Q31QK5	0.734
P11472	Q31QV2	0.822
P11472	Q31R92	0.715
P11472	Q31RE4	0.782
P11472	Q31RF0	0.608
P11472	Q31RF4	0.748
P11472	Q31RI6	0.637
P11472	Q31S39	0.721
P11472	Q54705	0.666
P11472	Q8GIS4	0.71
P12243	P16954	0.767
P12243	P21577	0.635
P12243	P22879	0.854
P12243	P30008	0.711
P12243	P33171	0.919
P12243	P42079	0.641
P12243	P43087	0.77
P12243	P50020	0.7
P12243	P50021	0.783
P12243	Q03513	0.836
P12243	Q31K58	0.601
P12243	Q31K59	0.724
P12243	Q31KE0	0.881
P12243	Q31KE9	0.654
P12243	Q31KH4	0.664
P12243	Q31KS4	0.841
P12243	Q31KU2	0.786
P12243	Q31L13	0.799
P12243	Q31L19	0.647
P12243	Q31L30	0.767
P12243	Q31L59	0.744
P12243	Q31L83	0.699
P12243	Q31LM9	0.669
P12243	Q31LU5	0.604
P12243	Q31LX8	0.665
P12243	Q31M58	0.714
P12243	Q31M83	0.67
P12243	Q31MH0	0.63
P12243	Q31MY7	0.792
P12243	Q31N15	0.916
P12243	Q31N17	0.874
P12243	Q31N38	0.673
P12243	Q31NB3	0.867
P12243	Q31NJ7	0.754
P12243	Q31P73	0.896
P12243	Q31PC1	0.829
P12243	Q31PD9	0.83
P12243	Q31PL1	0.727
P12243	Q31PL2	0.872
P12243	Q31PU9	0.715
P12243	Q31QD7	0.776
P12243	Q31QE3	0.893
P12243	Q31QF2	0.913
P12243	Q31QJ2	0.784
P12243	Q31QJ8	0.634
P12243	Q31QK4	0.686
P12243	Q31QK5	0.725
P12243	Q31QK6	0.785
P12243	Q31QN4	0.809
P12243	Q31QQ0	0.728
P12243	Q31QU9	0.824
P12243	Q31QV2	0.82
P12243	Q31QY2	0.759
P12243	Q31RF9	0.909
P12243	Q31RG0	0.692
P12243	Q31RG1	0.68
P12243	Q31RG2	0.608
P12243	Q31RI6	0.745
P12243	Q31RI7	0.673
P12243	Q31RJ2	0.802
P12243	Q31RM7	0.747
P12243	Q31RP7	0.672
P12243	Q31S58	0.582
P12243	Q31SC8	0.784
P12243	Q54705	0.745
P12243	Q59984	0.651
P12243	Q7X4K8	0.863
P12243	Q8GMT0	0.798
P12243	Q8VW88	0.889
P12243	Q935Z3	0.832
P12243	Q9R6W2	0.842
P13530	P50021	0.746
P13530	Q31KE0	0.77
P13530	Q31KS4	0.947
P13530	Q31L59	0.819
P13530	Q31LJ5	0.742
P13530	Q31LK8	0.833
P13530	Q31LK9	0.948
P13530	Q31LM4	0.672
P13530	Q31LM9	0.739
P13530	Q31MY7	0.729
P13530	Q31N38	0.786
P13530	Q31N86	0.717
P13530	Q31NV8	0.69
P13530	Q31P52	0.697
P13530	Q31PD8	0.961
P13530	Q31PD9	0.931
P13530	Q31PI7	0.673
P13530	Q31PV4	0.711
P13530	Q31Q37	0.81
P13530	Q31QD7	0.695
P13530	Q31QJ2	0.77
P13530	Q31QK5	0.811
P13530	Q31QN4	0.613
P13530	Q31QU9	0.595
P13530	Q31QV2	0.766
P13530	Q31RF0	0.623
P13530	Q31RF1	0.881
P13530	Q31RF3	0.66
P13530	Q31RF4	0.667
P13530	Q31RF9	0.925
P13530	Q31RG0	0.966
P13530	Q31RG1	0.97
P13530	Q31RG2	0.911
P13530	Q31RP7	0.951
P13530	Q31S39	0.783
P13530	Q44115	0.9
P13530	Q44116	0.823
P13530	Q8GMR4	0.671
P13530	Q9Z3G5	0.883
P15347	P95822	0.95
P15347	P95823	0.95
P15347	Q31LJ0	0.95
P15347	Q31LJ1	0.95
P15347	Q31NL7	0.95
P15347	Q31NT9	0.95
P15347	Q31NU0	0.95
P15347	Q31PI7	0.95
P15347	Q31PR9	0.95
P15347	Q31QV2	0.95
P16891	P16954	0.631
P16891	Q31KG2	0.634
P16891	Q31KI0	0.803
P16891	Q31LC2	0.616
P16891	Q31LJ5	0.717
P16891	Q31MF2	0.607
P16891	Q31N34	0.645
P16891	Q31N38	0.683
P16891	Q31NF6	0.714
P16891	Q31PT6	0.644
P16891	Q31QK5	0.657
P16891	Q31QQ3	0.664
P16891	Q31RK5	0.765
P16954	P43087	0.596
P16954	Q31K58	0.634
P16954	Q31KF2	0.755
P16954	Q31KI0	0.661
P16954	Q31L59	0.613
P16954	Q31LJ5	0.792
P16954	Q31LT0	0.636
P16954	Q31LU5	0.682
P16954	Q31LW9	0.623
P16954	Q31MF4	0.615
P16954	Q31N38	0.654
P16954	Q31NC9	0.756
P16954	Q31P62	0.755
P16954	Q31P93	0.876
P16954	Q31PI8	0.713
P16954	Q31PT6	0.765
P16954	Q31QC6	0.775
P16954	Q31QE3	0.725
P16954	Q31QK5	0.605
P16954	Q31QL4	0.753
P16954	Q31QL9	0.688
P16954	Q31QN4	0.623
P16954	Q31QQ0	0.672
P16954	Q31QU9	0.684
P16954	Q31QZ9	0.653
P16954	Q31RK5	0.791
P16954	Q59984	0.656
P16954	Q79N42	0.694
P18655	Q31L59	0.617
P18655	Q31LL7	0.654
P18655	Q31LW2	0.645
P18655	Q31MQ3	0.657
P18655	Q31PM2	0.73
P18655	Q31PS0	0.611
P18655	Q31QC5	0.668
P18655	Q31QZ9	0.611
P18655	Q31R14	0.686
P18655	Q54777	0.741
P21577	Q31LM4	0.637
P21577	Q31M79	0.609
P21577	Q31MH0	0.759
P21577	Q31N38	0.643
P21577	Q31P62	0.602
P21577	Q31P93	0.606
P21577	Q31PZ6	0.595
P21577	Q31QF2	0.786
P21577	Q31QK5	0.631
P21577	Q31QL1	0.66
P21577	Q31QL4	0.667
P21577	Q31QZ9	0.806
P21577	Q31R91	0.637
P21577	Q31RI6	0.615
P21577	Q55041	0.796
P21577	Q59943	0.681
P22879	P50020	0.765
P22879	P50021	0.818
P22879	P50022	0.768
P22879	P53533	0.804
P22879	Q31LG5	0.774
P22879	Q31LM4	0.802
P22879	Q31N38	0.626
P22879	Q31PD8	0.68
P22879	Q31QD7	0.744
P22879	Q31QF2	0.896
P22879	Q31QJ2	0.651
P22879	Q31QV2	0.687
P22879	Q31QY2	0.716
P22879	Q31RM7	0.72
P22879	Q31S19	0.608
P22879	Q31SC8	0.625
P22879	Q54705	0.771
P22880	Q31PS0	0.614
P25935	Q31LE4	0.856
P25935	Q31M96	0.768
P25935	Q31N93	0.797
P25935	Q31PM0	0.869
P25935	Q31QF8	0.763
P27366	P38043	0.599
P27366	Q31N38	0.698
P27366	Q31QK5	0.645
P29283	Q7X386	0.998
P29686	Q31PZ6	0.668
P29686	Q31QL4	0.606
P29686	Q59943	0.635
P30008	Q31LJ5	0.743
P30008	Q31LK9	0.682
P30008	Q31LM9	0.663
P30008	Q31ML1	0.752
P30008	Q31N38	0.737
P30008	Q31NV7	0.689
P30008	Q31PD0	0.637
P30008	Q31QK5	0.669
P30008	Q31R92	0.641
P31094	P95822	0.823
P31094	Q31K59	0.753
P31094	Q31KH4	0.707
P31094	Q31KS4	0.799
P31094	Q31L05	0.707
P31094	Q31L07	0.638
P31094	Q31L08	0.694
P31094	Q31L20	0.67
P31094	Q31L59	0.654
P31094	Q31L83	0.652
P31094	Q31LJ0	0.91
P31094	Q31LJ1	0.922
P31094	Q31LJ5	0.759
P31094	Q31LK9	0.641
P31094	Q31LM4	0.688
P31094	Q31LM9	0.916
P31094	Q31ME6	0.792
P31094	Q31ML0	0.879
P31094	Q31MN9	0.616
P31094	Q31MS2	0.687
P31094	Q31MY4	0.783
P31094	Q31N15	0.757
P31094	Q31N38	0.747
P31094	Q31NJ5	0.658
P31094	Q31NL0	0.819
P31094	Q31NL7	0.758
P31094	Q31NM5	0.595
P31094	Q31NT9	0.891
P31094	Q31NV7	0.778
P31094	Q31NV8	0.685
P31094	Q31P07	0.641
P31094	Q31P08	0.764
P31094	Q31P52	0.719
P31094	Q31PC1	0.652
P31094	Q31PD0	0.626
P31094	Q31PD9	0.659
P31094	Q31PI7	0.793
P31094	Q31PP7	0.888
P31094	Q31PS1	0.699
P31094	Q31QF5	0.844
P31094	Q31QK5	0.703
P31094	Q31QM5	0.712
P31094	Q31QV2	0.893
P31094	Q31RA2	0.878
P31094	Q31RA7	0.66
P31094	Q31RE4	0.909
P31094	Q31RF0	0.741
P31094	Q31RF1	0.828
P31094	Q31RF3	0.903
P31094	Q31RF4	0.863
P31094	Q31RJ0	0.899
P31094	Q31RZ5	0.834
P31094	Q31S00	0.624
P31094	Q54705	0.708
P31094	Q8GIS4	0.851
P31094	Q8GIT3	0.582
P31094	Q8GJL5	0.788
P31094	Q8KPT7	0.766
P31094	Q9R6W2	0.609
P31160	Q31K30	0.942
P31160	Q31K48	0.941
P31160	Q31K59	0.689
P31160	Q31L07	0.973
P31160	Q31L08	0.996
P31160	Q31L09	0.883
P31160	Q31L10	0.984
P31160	Q31L11	0.851
P31160	Q31L12	0.977
P31160	Q31L13	0.925
P31160	Q31L15	0.894
P31160	Q31L16	0.695
P31160	Q31L17	0.988
P31160	Q31L18	0.96
P31160	Q31L19	0.983
P31160	Q31L20	0.953
P31160	Q31L21	0.995
P31160	Q31L22	0.982
P31160	Q31L23	0.9
P31160	Q31L28	0.873
P31160	Q31L29	0.762
P31160	Q31L30	0.733
P31160	Q31L31	0.99
P31160	Q31L33	0.978
P31160	Q31L34	0.874
P31160	Q31L59	0.656
P31160	Q31LJ5	0.641
P31160	Q31LM9	0.691
P31160	Q31LX8	0.939
P31160	Q31MB7	0.597
P31160	Q31N38	0.778
P31160	Q31N52	0.693
P31160	Q31NR2	0.859
P31160	Q31PL2	0.835
P31160	Q31PV3	0.696
P31160	Q31QF5	0.82
P31160	Q31QK3	0.845
P31160	Q31QK4	0.987
P31160	Q31QK5	0.945
P31160	Q31QK6	0.851
P31160	Q31QV2	0.64
P31160	Q31RA2	0.825
P31160	Q79AV0	0.732
P31160	Q79PF4	0.857
P31160	Q9R6W2	0.623
P31160	Q9Z3H5	0.967
P32084	Q31KS8	0.732
P32084	Q31L26	0.721
P32084	Q31M29	0.652
P32084	Q31MF5	0.718
P32084	Q31MQ3	0.66
P32084	Q31N88	0.661
P32084	Q31PK1	0.664
P32084	Q31PS2	0.765
P32084	Q31PX4	0.72
P32084	Q31QU3	0.674
P32084	Q31QV8	0.766
P32084	Q31S48	0.703
P33171	P63200	0.645
P33171	Q31L59	0.829
P33171	Q31LJ5	0.715
P33171	Q31LK9	0.858
P33171	Q31LM4	0.701
P33171	Q31LM9	0.757
P33171	Q31N38	0.787
P33171	Q31P73	0.736
P33171	Q31PL1	0.698
P33171	Q31PV3	0.713
P33171	Q31PV4	0.835
P33171	Q31PV6	0.798
P33171	Q31QC4	0.607
P33171	Q31QK5	0.795
P33171	Q31R92	0.6
P33171	Q31RF9	0.687
P33171	Q31S39	0.734
P33171	Q54705	0.735
P33171	Q8GMR4	0.638
P33171	Q9L4P3	0.698
P34185	Q31NT0	0.654
P35088	Q935X2	0.655
P38023	Q31LJ5	0.616
P38023	Q31SB9	0.685
P38043	P39661	0.658
P38043	Q31K59	0.606
P38043	Q31KM1	0.776
P38043	Q31L59	0.69
P38043	Q31LJ5	0.789
P38043	Q31LK9	0.82
P38043	Q31LM4	0.699
P38043	Q31LM9	0.734
P38043	Q31N38	0.833
P38043	Q31NV7	0.817
P38043	Q31QK5	0.789
P38043	Q31QY6	0.626
P38043	Q31R92	0.732
P38043	Q54704	0.589
P38043	Q54705	0.771
P38043	Q79PF4	0.66
P39660	Q31L59	0.661
P39660	Q31LJ5	0.692
P39660	Q31LM9	0.711
P39660	Q31N38	0.697
P39660	Q31PJ5	0.64
P39660	Q31Q43	0.656
P39660	Q31QD7	0.649
P39660	Q31QI4	0.691
P39660	Q31QK5	0.655
P39660	Q31RF4	0.68
P39660	Q79PF4	0.696
P39661	Q31LW2	0.708
P39661	Q31NC7	0.592
P39661	Q31P74	0.577
P39661	Q31PP6	0.644
P39661	Q31PS0	0.809
P39661	Q31Q60	0.682
P39661	Q31QC4	0.673
P39661	Q31QQ4	0.615
P39661	Q31QZ9	0.716
P39661	Q31RW6	0.615
P39661	Q31S44	0.636
P39661	Q8GMR7	0.694
P42079	Q31K30	0.637
P42079	Q31K59	0.682
P42079	Q31KE9	0.73
P42079	Q31L10	0.644
P42079	Q31L13	0.639
P42079	Q31L19	0.695
P42079	Q31L28	0.677
P42079	Q31L30	0.974
P42079	Q31L34	0.762
P42079	Q31L83	0.89
P42079	Q31LJ5	0.718
P42079	Q31LM9	0.723
P42079	Q31MH9	0.73
P42079	Q31N15	0.982
P42079	Q31N17	0.979
P42079	Q31N38	0.717
P42079	Q31N52	0.714
P42079	Q31PL2	0.66
P42079	Q31PV3	0.659
P42079	Q31QK5	0.755
P42079	Q31RF1	0.72
P42079	Q79AV0	0.611
P42079	Q79PF4	0.645
P42079	Q935Y7	0.615
P43087	P50021	0.69
P43087	P74764	0.637
P43087	Q31KE9	0.826
P43087	Q31LJ5	0.762
P43087	Q31NC9	0.755
P43087	Q31NG7	0.748
P43087	Q31QE3	0.716
P43087	Q31QK5	0.811
P43087	Q59984	0.861
P43087	Q7X4K8	0.77
P46205	Q31KL6	0.697
P46205	Q31LG1	0.646
P46205	Q9F1R2	0.651
P50020	P50021	0.751
P50020	P50022	0.717
P50020	P53533	0.754
P50020	Q31LG5	0.818
P50020	Q31QF2	0.769
P50021	P50022	0.793
P50021	P53533	0.795
P50021	Q31K30	0.631
P50021	Q31K59	0.705
P50021	Q31KE9	0.857
P50021	Q31L08	0.629
P50021	Q31L10	0.638
P50021	Q31L18	0.601
P50021	Q31L19	0.812
P50021	Q31L21	0.665
P50021	Q31L59	0.711
P50021	Q31LG5	0.704
P50021	Q31LJ5	0.775
P50021	Q31LM4	0.633
P50021	Q31LM9	0.697
P50021	Q31LU5	0.684
P50021	Q31MY7	0.751
P50021	Q31N38	0.827
P50021	Q31NV8	0.742
P50021	Q31PL2	0.649
P50021	Q31QE3	0.857
P50021	Q31QF2	0.847
P50021	Q31QK5	0.884
P50021	Q31QQ0	0.643
P50021	Q31QY2	0.712
P50021	Q31RG0	0.778
P50021	Q31RG1	0.748
P50021	Q31SC5	0.613
P50021	Q54709	0.646
P50021	Q54734	0.702
P50021	Q59984	0.684
P50021	Q7X4K8	0.816
P50021	Q8VW88	0.755
P50022	P53533	0.725
P50022	Q31LG5	0.706
P50022	Q31LM9	0.721
P50022	Q31QF2	0.707
P50590	Q31KQ9	0.574
P50590	Q31PM2	0.624
P50590	Q54705	0.707
P53533	Q31LG5	0.678
P53533	Q31QF2	0.83
P53533	Q31RM7	0.683
P54415	Q9L4P4	0.76
P55020	Q31LP0	0.829
P55020	Q31NA5	0.777
P63200	Q31K59	0.888
P63200	Q31L08	0.585
P63200	Q31L11	0.878
P63200	Q31L12	0.616
P63200	Q31L13	0.954
P63200	Q31L20	0.96
P63200	Q31L21	0.615
P63200	Q31L23	0.917
P63200	Q31L28	0.92
P63200	Q31L29	0.766
P63200	Q31L33	0.62
P63200	Q31L34	0.948
P63200	Q31N52	0.97
P63200	Q31P66	0.922
P63200	Q31PV3	0.976
P63200	Q31PV6	0.936
P63200	Q31QK5	0.619
P63200	Q31SC5	0.785
P63200	Q79AV0	0.847
P74764	Q31KD2	0.842
P74764	Q31LH5	0.939
P74764	Q31LJ5	0.824
P74764	Q31N85	0.642
P74764	Q31PW3	0.746
P74764	Q31QK5	0.728
P74764	Q31SB9	0.894
P74764	Q54709	0.777
P74764	Q59984	0.622
P74764	Q79N42	0.767
P74764	Q7X4K8	0.687
P95822	P95823	0.95
P95822	Q31KM1	0.832
P95822	Q31KR3	0.699
P95822	Q31L05	0.795
P95822	Q31LJ0	0.996
P95822	Q31LJ1	0.996
P95822	Q31NL7	0.95
P95822	Q31NT9	0.995
P95822	Q31NU0	0.95
P95822	Q31PI7	0.95
P95822	Q31PR9	0.95
P95822	Q31QV2	0.984
P95823	Q31LJ0	0.95
P95823	Q31LJ1	0.95
P95823	Q31NL7	0.95
P95823	Q31NT9	0.95
P95823	Q31NU0	0.95
P95823	Q31PI7	0.95
P95823	Q31PR9	0.95
P95823	Q31QV2	0.95
Q03511	Q03512	0.776
Q03511	Q03513	0.911
Q03511	Q31M58	0.791
Q03511	Q31QC5	0.63
Q03511	Q31QD7	0.639
Q03511	Q31QJ2	0.615
Q03511	Q31QQ3	0.599
Q03511	Q31QY2	0.672
Q03511	Q31QZ9	0.599
Q03511	Q31RK2	0.793
Q03511	Q54705	0.705
Q03511	Q8GMR7	0.638
Q03512	Q31K49	0.72
Q03513	Q31L59	0.723
Q03513	Q31LJ5	0.718
Q03513	Q31LK9	0.69
Q03513	Q31LM4	0.618
Q03513	Q31LM9	0.747
Q03513	Q31MQ7	0.768
Q03513	Q31N38	0.71
Q03513	Q31NB2	0.989
Q03513	Q31NB3	0.99
Q03513	Q31NV8	0.72
Q03513	Q31QK5	0.707
Q03513	Q31RF9	0.665
Q03513	Q31RK2	0.718
Q06904	Q06904	0.95
Q06904	Q79PF4	1
Q06904	Q79PF6	0.998
Q06904	Q8GLI4	0.998
Q07948	Q31KP3	0.662
Q31JU4	Q31QE7	0.876
Q31JX7	Q31M32	0.661
Q31JX7	Q31N34	0.634
Q31JX7	Q31PZ6	0.799
Q31JX7	Q31RW6	0.6
Q31JX7	Q8KPU9	0.696
Q31JX7	Q8L1E5	0.667
Q31JY2	Q31KR6	0.76
Q31JY2	Q31LU7	0.638
Q31JY2	Q31N88	0.635
Q31JY2	Q31PX4	0.614
Q31JY2	Q31QK2	0.694
Q31JY2	Q31QK3	0.744
Q31JY2	Q31QK5	0.713
Q31JY2	Q31QK6	0.643
Q31JY2	Q935Z3	0.637
Q31JY3	Q31LL0	0.842
Q31JY3	Q8L1E5	0.884
Q31JZ0	Q31KT8	0.815
Q31JZ0	Q31NH8	0.672
