0,0
H6G84_RS01130,0.7562493
H6G84_RS04855,1.2128501
H6G84_RS00870,0.8284229
H6G84_RS08385,0.81091475
H6G84_RS09745,1.1255184
H6G84_RS01795,0.30196643
H6G84_RS12485,1.2189529
H6G84_RS02065,0.78776085
H6G84_RS06260,0.87970185
H6G84_RS06060,0.92460537
H6G84_RS13065,1.0479803
H6G84_RS11535,0.83010554
H6G84_RS03740,1.8183701
H6G84_RS07270,1.3577648
H6G84_RS04910,0.15389477
H6G84_RS10905,0.8745867
H6G84_RS04445,0.6842331
H6G84_RS08505,0.5780007
H6G84_RS11790,0.7421507
H6G84_RS11970,0.7256927
H6G84_RS03125,0.82864237
H6G84_RS05250,0.6856448
H6G84_RS02260,0.8988572
H6G84_RS03380,1.0641532
H6G84_RS03180,0.806901
H6G84_RS08955,0.8609592
H6G84_RS00080,0.62446356
H6G84_RS01690,0.979845
H6G84_RS07370,0.44960403
H6G84_RS07065,0.4886905
H6G84_RS10965,1.1475928
H6G84_RS12810,0.5254259
H6G84_RS12160,1.4508746
H6G84_RS03615,0.7356253
H6G84_RS03495,0.37213415
H6G84_RS04575,1.1682729
H6G84_RS10470,0.83061755
H6G84_RS09475,0.5023109
H6G84_RS02855,0.38344666
H6G84_RS09500,1.5889099
H6G84_RS07175,0.8786197
H6G84_RS07330,0.75684756
H6G84_RS08430,0.9323037
H6G84_RS07345,0.5430182
H6G84_RS13685,0.92466384
H6G84_RS10475,0.1973252
H6G84_RS12900,1.4617358
H6G84_RS11420,1.3590783
H6G84_RS09950,0.76479167
H6G84_RS13525,1.0100594
H6G84_RS05955,1.2834771
H6G84_RS04225,1.4895729
H6G84_RS02085,0.5926726
H6G84_RS12940,0.39539456
H6G84_RS02775,1.471611
H6G84_RS13710,0.8608928
H6G84_RS09975,0.61744577
H6G84_RS12045,0.8656099
H6G84_RS05285,1.5341854
H6G84_RS09205,1.2969788
H6G84_RS08960,0.88282585
H6G84_RS09485,1.1118445
H6G84_RS03075,0.7042863
H6G84_RS12065,0.99285936
H6G84_RS10085,0.8290173
H6G84_RS04325,0.61420155
H6G84_RS13220,1.8420564
H6G84_RS12550,0.8132828
H6G84_RS06495,0.8675655
H6G84_RS08425,0.87013096
H6G84_RS04755,0.9078479
H6G84_RS07975,0.83321184
H6G84_RS10220,0.86268526
H6G84_RS03585,1.2550964
H6G84_RS02710,1.21022
H6G84_RS02820,0.8892508
H6G84_RS03685,0.82501465
H6G84_RS01595,0.8631004
H6G84_RS12265,1.5760317
H6G84_RS08775,0.83529603
H6G84_RS09275,1.4286141
H6G84_RS03910,1.3126477
H6G84_RS08910,1.4237497
H6G84_RS03915,0.6457072
H6G84_RS12060,1.271301
H6G84_RS03905,0.45432025
H6G84_RS12285,0.7749743
H6G84_RS04530,0.68858045
H6G84_RS04985,1.0031902
H6G84_RS07765,0.43703452
H6G84_RS00595,0.9410663
H6G84_RS01315,1.0913954
H6G84_RS04785,1.0891855
H6G84_RS11990,0.80662596
H6G84_RS01735,0.9318733
H6G84_RS04070,0.8817266
H6G84_RS10325,0.68794256
H6G84_RS00810,0.62581134
H6G84_RS11685,1.2544601
H6G84_RS00730,1.4990537
H6G84_RS13475,1.5222622
H6G84_RS05725,1.5189539
H6G84_RS12560,1.2145255
H6G84_RS07435,0.7092568
H6G84_RS09715,0.8046991
H6G84_RS09525,1.534787
H6G84_RS04830,0.20825166
H6G84_RS02765,1.3550888
H6G84_RS08200,1.1225109
H6G84_RS05795,0.87668854
H6G84_RS08205,0.79015976
H6G84_RS12315,0.65307534
H6G84_RS08765,1.2622478
H6G84_RS09960,0.7334347
H6G84_RS00560,0.6930904
H6G84_RS03360,1.0304208
H6G84_RS08885,1.2574029
H6G84_RS04260,1.5509262
H6G84_RS13040,0.94817835
H6G84_RS12975,0.770245
H6G84_RS06380,1.1579505
H6G84_RS04295,0.72201324
H6G84_RS08525,0.7762655
H6G84_RS02205,0.5941289
H6G84_RS11960,1.5554674
H6G84_RS06285,0.47274044
H6G84_RS12820,1.5237288
H6G84_RS09935,0.772297
H6G84_RS02020,1.1980532
H6G84_RS04505,0.8116373
H6G84_RS13470,0.8690785
H6G84_RS00820,0.30120948
H6G84_RS13300,0.8149816
H6G84_RS11200,1.2507775
H6G84_RS05575,1.4690843
H6G84_RS12735,0.4259251
H6G84_RS02950,1.3976662
H6G84_RS02410,0.8155485
H6G84_RS10655,0.8451773
H6G84_RS04975,1.2604249
H6G84_RS08225,0.8591467
H6G84_RS06980,1.6231859
H6G84_RS13700,0.3308621
H6G84_RS07445,0.8496677
H6G84_RS04365,0.8436502
H6G84_RS10335,0.84772074
H6G84_RS05805,0.55298436
H6G84_RS05460,1.0872927
H6G84_RS01645,0.67254597
H6G84_RS11285,1.0402987
H6G84_RS03975,1.467145
H6G84_RS07055,0.90447044
H6G84_RS01390,1.325513
H6G84_RS08975,0.8713003
H6G84_RS06645,1.3894498
H6G84_RS06185,1.1932338
H6G84_RS12555,0.49006432
0,1.4785157
1,3.9072042
2,8.032888
3,5.7609625
4,0.09428773
5,8.120387
6,6.1916833
7,8.76049
8,7.8687186
9,0.030256772
10,1.2281471
11,12.070037
12,1.7515318
13,2.1527767
14,6.060064
15,0.096372224
16,4.4205637
17,3.456657
18,8.083901
19,0.06566413
20,0.05069463
21,9.832668
22,0.07147657
23,1.1249795
24,7.558225
25,7.81952
26,7.0517597
27,6.6709065
28,1.5117277
29,0.98859704
30,3.8384326
31,7.4153147
32,7.2718234
33,11.485241
34,0.03899312
35,4.664937
36,9.519731
37,5.0073595
38,0.11363135
39,0.02919564
40,11.102092
41,7.0362253
42,0.3801711
43,0.12796658
44,9.427813
45,6.566423
46,5.903387
47,0.055906285
48,8.115467
49,6.947247
50,11.363682
51,0.070042044
52,6.114423
53,0.06366245
54,0.05883134
55,4.2406197
56,10.1332655
57,4.3056817
58,14.419462
P_aas,1.7792485
P_tesA,5.7137294
P_rpaA,1.6598353
P_kaiBC,1.7192454
P_rpaA_D53E,1.6286278
P_OX_plasmid,2.066586
P_Subjective_dawn,2.32528
P_Subjective_dusk,1.1019877
P_N (mg/L),0.96770394
P_np_kaiBC,0.96687466
P_p0050_kaiBC,5.0084605
P_rel,1.2663083
P_relA,2.1031675
P_relA_E335Q,1.8416704
P_Light(umol_photons_m-2_s-1),7.190038
P_sigF,1.9867901
P_rpoD2,1.0506781
P_rpoD6,1.7223728
P_rpoD5,1.0576811
P_pAM2991-xylEAB,5.1075544
P_pAM2991-galP,4.3524127
P_pilB::Tn5,4.3202457
P_BG-11,1.0116876
P_CM,3.511817
P_Biofilm,1.3132616
