H6G84_RS12550,2.0501747
H6G84_RS06495,1.8700397
H6G84_RS08425,1.919105
H6G84_RS04755,1.8065591
H6G84_RS07975,2.0049274
H6G84_RS10220,1.6523361
H6G84_RS03585,2.3024497
H6G84_RS02710,2.2233427
H6G84_RS02820,1.9318613
H6G84_RS03685,2.0859864
H6G84_RS01595,1.8621783
H6G84_RS12265,2.6085222
H6G84_RS08775,2.0813887
H6G84_RS09275,1.9775953
H6G84_RS03910,3.1760936
H6G84_RS08910,2.3150537
H6G84_RS03915,2.0997853
H6G84_RS12060,1.9066923
H6G84_RS03905,1.9101121
H6G84_RS12285,2.048617
H6G84_RS04530,2.4211042
H6G84_RS04985,1.8192179
H6G84_RS07765,1.7863294
H6G84_RS00595,1.7891228
H6G84_RS01315,2.176341
H6G84_RS04785,2.473263
H6G84_RS11990,2.4704328
H6G84_RS01735,1.7174392
H6G84_RS04070,1.9661757
H6G84_RS10325,1.9188185
H6G84_RS00810,2.1682274
H6G84_RS11685,2.6394975
H6G84_RS00730,3.7191133
H6G84_RS13475,3.639138
H6G84_RS05725,2.8995109
H6G84_RS12560,2.666171
H6G84_RS07435,2.4262962
H6G84_RS09715,2.0511844
H6G84_RS09525,1.8284404
H6G84_RS04830,0.91121894
H6G84_RS02765,1.9419633
H6G84_RS08200,2.100719
H6G84_RS05795,1.9145747
H6G84_RS08205,1.9058644
H6G84_RS12315,2.3217373
H6G84_RS08765,1.912442
H6G84_RS09960,1.9175833
H6G84_RS00560,2.576278
H6G84_RS03360,1.5221015
H6G84_RS08885,2.5839605
H6G84_RS04260,2.5432508
H6G84_RS13040,1.991622
H6G84_RS12975,2.902953
H6G84_RS06380,3.887918
H6G84_RS04295,2.0728352
H6G84_RS08525,2.0901022
H6G84_RS02205,1.5409797
H6G84_RS11960,1.9475834
H6G84_RS06285,2.3297112
H6G84_RS12820,2.1562781
H6G84_RS09935,2.0921185
H6G84_RS02020,2.339179
H6G84_RS04505,2.0043757
H6G84_RS13470,1.911727
H6G84_RS00820,2.5401452
H6G84_RS13300,2.2416294
H6G84_RS11200,1.948496
H6G84_RS05575,1.942058
H6G84_RS12735,1.5424732
H6G84_RS02950,2.2652063
H6G84_RS02410,2.1284983
H6G84_RS10655,1.9479288
H6G84_RS04975,1.0531414
H6G84_RS08225,1.6858445
H6G84_RS06980,4.244062
H6G84_RS13700,1.1729909
H6G84_RS07445,1.8763258
H6G84_RS04365,1.9431719
H6G84_RS10335,1.9241489
H6G84_RS05805,2.8005018
H6G84_RS05460,1.6682616
H6G84_RS01645,2.6535969
H6G84_RS11285,4.3070903
H6G84_RS03975,2.108706
H6G84_RS07055,2.554644
H6G84_RS01390,3.6389313
H6G84_RS08975,1.9328183
H6G84_RS06645,2.6323001
H6G84_RS06185,2.138457
H6G84_RS12555,1.8380312
0,2.2943375
1,2.7813332
2,0.9551897
3,1.813525
4,3.4128876
5,1.3452653
6,4.109037
7,2.3292625
8,3.7413237
9,3.7616363
10,0.82653874
11,2.134714
12,1.8124568
13,3.2426584
14,4.669193
15,3.245009
16,2.3070538
17,2.9126687
18,3.5350947
19,3.692465
20,3.7456858
21,2.0681362
22,3.4787753
23,0.065447316
24,2.644924
25,4.450359
26,5.505912
27,3.6772115
28,3.8642244
29,0.9774769
30,1.8526528
31,2.1429207
32,2.3710175
33,0.84022856
34,3.8698375
35,2.3114088
36,1.3953419
37,1.4959557
38,2.9129293
39,3.963
40,1.1192452
41,1.6247565
42,1.925219
43,3.0621152
44,0.9605129
45,0.6762495
46,3.4340403
47,3.2003965
48,0.812039
49,2.2217925
50,1.1845658
51,3.2192748
52,1.8855785
53,3.3940847
54,3.463037
55,2.876319
56,1.988521
57,2.5791314
58,1.1770196
P_aas,1.3023419
P_tesA,1.9279603
P_rpaA,1.1655328
P_kaiBC,1.1186264
P_rpaA_D53E,0.51038706
P_OX_plasmid,0.69662344
P_Subjective_dawn,1.232627
P_Subjective_dusk,0.6413574
P_N (mg/L),0.92555046
P_np_kaiBC,1.4041419
P_p0050_kaiBC,1.0439055
P_rel,0.96590924
P_relA,0.6709736
P_relA_E335Q,0.87632704
P_Light(umol_photons_m-2_s-1),0.062491294
P_sigF,0.82678807
P_rpoD2,1.5746865
P_rpoD6,1.1128271
P_rpoD5,1.5054613
P_pAM2991-xylEAB,1.7549548
P_pAM2991-galP,1.7511113
P_pilB::Tn5,1.5380855
P_BG-11,1.3516635
P_CM,1.3301678
P_Biofilm,1.3132616
